Fecha,Estacion,PM2.5,PM10,O3,NO2,SO2,CO
2023-01-01,Estacion_01,109.7545065324615,187.57831236270198,54.076692203464795,40.42753559532874,18.789680499172484,3.201971820926443
2023-01-02,Estacion_01,73.38346509247208,183.18374623813992,31.552920377862367,25.639645610021358,14.529578807558508,4.28922465836521
2023-01-03,Estacion_01,59.37612699370217,141.77654061579554,65.39894298068747,27.273568084788153,24.327800094197265,1.5510966388112877
2023-01-04,Estacion_01,5.0,9.742120714931238,52.0319650010567,16.09278813590196,12.055142392381287,2.5453890503153187
2023-01-05,Estacion_01,91.22776921304535,194.89285905416378,92.73271015802766,26.04974286674216,3.933803702843176,4.030213754935524
2023-01-06,Estacion_01,39.91777119179867,85.62774518829416,53.54853571016605,24.48252171577571,15.644939269283984,1.9273294987506113
2023-01-07,Estacion_01,34.430954962526805,61.271961981503,59.20005984871338,23.758442116567586,19.653756151378126,3.873564533318564
2023-01-08,Estacion_01,71.0164457649731,111.87549195071263,29.87149465644817,13.788668513418513,14.809822781967657,1.6869406632450783
2023-01-09,Estacion_01,91.25797672482587,169.61634470719784,14.013891083555473,11.001561764810859,7.628691995597056,5.2361952911072125
2023-01-10,Estacion_01,130.86992800409266,235.10915315780957,17.04406108709967,14.720829667433128,9.934778104258372,4.309080012068159
2023-01-11,Estacion_01,71.63016633478853,138.8532238674689,26.798372248112745,7.280741202147369,25.10163989745761,4.247703848402562
2023-01-12,Estacion_01,84.01698516201188,195.58053555032922,53.51790454510025,18.59663660372645,12.745181397758717,2.304378118332759
2023-01-13,Estacion_01,65.55074942481768,126.74373337684388,23.85695303541602,10.9766582064813,22.26814135745127,6.447803388116399
2023-01-14,Estacion_01,49.03319885154389,85.30733954096735,30.633628917960106,26.462807979852354,32.41922586867632,4.351562461293839
2023-01-15,Estacion_01,14.137054755353436,22.90435633871628,62.19063179446861,12.89207785785053,13.616426379097096,3.667169060775962
2023-01-16,Estacion_01,90.03839566736508,166.23827898461332,48.936804554555295,14.851224573747956,13.138214223077728,4.753106533347672
2023-01-17,Estacion_01,88.92574469328085,217.3568934920966,80.77593664642275,23.940169775254503,22.944238220856402,4.8653456125945445
2023-01-18,Estacion_01,59.879220559832355,138.95808300792604,67.60029973400185,25.04945363271093,6.704356047942549,4.843064321640666
2023-01-19,Estacion_01,73.08290105613112,134.22070997093337,23.047779581376105,7.7620740973688,27.99280897413201,2.5285937088779336
2023-01-20,Estacion_01,67.87484840259786,125.45556682423327,60.72804688276836,19.37884098571309,2.0,5.919543540546336
2023-01-21,Estacion_01,56.526870527431,117.60664201238599,50.87662794469447,22.175452324815257,24.079668065622492,5.076581853978959
2023-01-22,Estacion_01,22.787293131464377,46.35681646473229,10.0,19.402571366474064,11.058362709058736,3.6433721031242947
2023-01-23,Estacion_01,62.32965634754748,124.22460434076136,52.01417123730428,32.3494345739328,32.486374695378416,3.5836480613719774
2023-01-24,Estacion_01,83.27438226516652,205.57546566214856,51.44864275028051,25.579962817814618,16.117494613938813,4.126872821948025
2023-01-25,Estacion_01,14.487964207116029,30.153878388858317,19.96909229560323,23.35559747729964,14.213751584263711,1.6947409204719288
2023-01-26,Estacion_01,57.08880116400873,125.8856228231966,38.78639816052656,7.584487029587587,3.242489143553324,3.476319361767878
2023-01-27,Estacion_01,91.68898543149359,205.76948991866215,64.47921419157575,8.31545502372214,21.653153418993497,3.3049444482442434
2023-01-28,Estacion_01,54.418701283170485,125.27779554400978,10.0,24.4268495804665,13.58510368643297,3.905611006467339
2023-01-29,Estacion_01,26.460608919531904,47.48340253578543,40.028212519886566,35.72849701768127,10.179814684278847,3.852421362053644
2023-01-30,Estacion_01,52.25331401037084,112.17994157492602,17.823453245783508,14.203772940719746,9.422893443640914,2.2414970358359647
2023-01-31,Estacion_01,23.457281598916598,49.32554674772034,17.39194389379137,13.255698720298192,12.517534009958194,6.3175253504599596
2023-02-01,Estacion_01,75.82867366050412,144.9279405175207,15.356907909909767,36.703191128689895,10.853457085477748,5.982409005219416
2023-02-02,Estacion_01,40.56143234361394,91.25960264379599,64.0922299503534,22.023735540048026,22.013706800742376,5.291910202396662
2023-02-03,Estacion_01,46.77863205221506,81.93008143855634,35.191181505206195,12.988962152409641,18.315893778870333,4.712380752147754
2023-02-04,Estacion_01,51.326964693611764,118.89304884806678,47.51835839337966,24.6915235374196,26.204914911642167,1.0
2023-02-05,Estacion_01,87.45194265919622,210.16022858477504,31.097498755828273,20.763038877559126,28.310112460718308,5.763687803287805
2023-02-06,Estacion_01,5.0,12.052356392016366,42.3190669634326,22.602476424032503,2.0,5.351888386864327
2023-02-07,Estacion_01,89.56079124704098,140.27333345599607,47.322173066340866,15.035363743620124,6.679999247421572,3.2334740407619247
2023-02-08,Estacion_01,150.36924014310966,285.7467405610188,10.0,10.431788926549975,20.080752958072488,3.030934855699581
2023-02-09,Estacion_01,69.78476056752002,146.6830583062214,69.22007951819323,14.524149076543628,5.643150898442747,2.290370457315282
2023-02-10,Estacion_01,96.48461573222771,157.1491633344225,34.850459992232565,7.0826890010277825,6.583790715866406,3.9895110697388163
2023-02-11,Estacion_01,70.70598990674544,132.73536251048085,27.67784300008827,11.864726999791609,15.867992520166494,4.471296254463117
2023-02-12,Estacion_01,130.93244117828,204.56116854739693,39.86711145468422,29.580133726250864,19.375103270728932,3.5625832841710405
2023-02-13,Estacion_01,52.33621168467484,88.04436517763355,66.17950255502149,22.63766631311478,16.27191125011725,2.8656540865115465
2023-02-14,Estacion_01,115.77662366916357,229.18933201701367,17.45207877166534,37.088469374167644,20.038468442137788,6.856664650978703
2023-02-15,Estacion_01,29.926299082978346,71.81256570065216,31.58372736196719,26.65164794400561,2.0,4.016685769554599
2023-02-16,Estacion_01,96.88115535443268,145.83520377483492,31.083900451451218,20.133393060831107,19.221221039251198,5.1458613606182935
2023-02-17,Estacion_01,159.88337808503152,373.9004794161122,32.41700138041682,27.11794923132356,17.37429743917221,6.350309508999373
2023-02-18,Estacion_01,47.86514008972108,87.14529358097204,50.005128596208095,5.0,25.417890151958872,6.833155094700221
2023-02-19,Estacion_01,34.194545911251296,54.296429030898906,12.904682145844568,9.182876751111705,25.783999504578716,4.672069017676997
2023-02-20,Estacion_01,92.40041548569019,205.27644433099425,28.771792155169575,25.966755242544604,21.141765621946956,4.741665080148825
2023-02-21,Estacion_01,24.549446281515614,59.1117802228704,54.13401621315314,5.0,11.755154069829539,6.617353470345018
2023-02-22,Estacion_01,5.0,10.387431354530626,64.53358385068697,7.168871853109008,3.0312006591049054,3.038134502320653
2023-02-23,Estacion_01,118.87209706623207,217.87065600751126,48.68210103377654,31.991488024451115,29.056928023083675,4.002046885377289
2023-02-24,Estacion_01,57.06844053718642,126.35318442189855,41.74618750327497,37.94380094089843,15.3774375486662,4.163017035067876
2023-02-25,Estacion_01,36.92974274355585,73.9439935702108,17.817440285559925,52.336598606301514,26.770734439992424,3.4069883124376132
2023-02-26,Estacion_01,94.13190869863608,219.0260148194176,55.63652104197807,19.02022591290926,18.24120643471566,3.496861723133732
2023-02-27,Estacion_01,76.62765220198463,125.60162564343527,17.78707276228727,15.482802045969851,20.726220970923237,6.155725977425692
2023-02-28,Estacion_01,47.534582710533755,80.1585593228133,44.75051849558023,15.120723165043328,23.145360518399727,2.623416700011276
2023-03-01,Estacion_01,30.235650109416472,51.56931431973137,32.428662902860125,34.45637280878312,14.035044270044693,2.767842346411285
2023-03-02,Estacion_01,35.93644749498589,86.70564439131121,18.500784819440298,25.31698367120961,3.6870616705383945,5.446553343634089
